Time,message_count
1,4
2,7
3,9
4,8
5,5
6,7
7,5
8,9
9,8
10,7
11,11
12,10
13,12
14,8
15,16
16,26
17,24
18,18
19,14
20,14
21,4
22,9
23,10
24,9
25,7
26,11
27,6
28,10
29,8
30,8
31,11
32,14
33,22
34,29
35,24
36,19
37,23
38,14
39,9
40,11
41,13
42,10
43,8
44,8
45,11
46,14
47,22
48,29
49,24
