Time,message_count
1,4
2,5
3,8
4,7
5,6
6,9
7,6
8,5
9,8
10,7
11,9
12,8
13,5
14,6
15,7
16,12
17,17
18,18
19,23
20,21
21,23
22,15
23,6
24,5
25,9
26,12
27,11
28,13
29,11
30,11
31,9
32,10
33,17
34,19
