Time,message_count
1,3
2,7
3,6
4,6
5,6
6,4
7,3
8,4
9,4
10,4
11,8
12,5
13,6
14,4
15,4
16,6
17,8
18,8
19,8
20,8
21,11
22,11
23,8
24,8
25,5
26,5
27,5
28,5
29,4
30,4
31,10
32,10
33,16
34,14
35,13
36,18
37,6
38,8
39,8
40,9
41,11
42,7
43,8
44,4
45,5
46,4
47,10
48,9
49,11
