41, 2018-11-15T04:23:42.000Z ,0,535,0,178,507524,21159208,0
42, 2018-11-15T04:23:53.000Z ,4685225,32338,155,255,507524,21666732,0
43, 2018-11-15T04:24:02.000Z ,4674385,32522,155,149,507524,22174256,0
44, 2018-11-15T04:24:04.000Z ,4016015,28069,133,28,507771,22682027,0
45, 2018-11-15T04:24:05.000Z ,664258,5094,22,21,508018,23190045,0
46, 2018-11-15T04:24:06.000Z ,543414,4266,18,298,508266,23698311,0
47, 2018-11-15T04:24:18.000Z ,4680977,32624,155,237,508266,24206577,0
48, 2018-11-15T04:24:22.000Z ,4680913,32624,155,89,508514,24715091,0
49, 2018-11-15T04:24:23.000Z ,2476342,17514,82,27,508762,25223853,0
50, 2018-11-15T04:24:24.000Z ,694597,5301,23,45,509010,25732863,0
51, 2018-11-15T04:24:26.000Z ,1298177,9441,43,192,509258,26242121,0
52, 2018-11-15T04:24:33.000Z ,4680977,32624,155,88,509506,26751627,0
53, 2018-11-15T04:24:35.000Z ,2415920,17100,80,258,509754,27261381,0
54, 2018-11-15T04:24:46.000Z ,4680401,32622,155,157,509754,27771135,0
55, 2018-11-15T04:24:48.000Z ,4469500,31175,148,37,510002,28281137,0
56, 2018-11-15T04:24:49.000Z ,966560,7164,32,21,510251,28791388,0
57, 2018-11-15T04:24:50.000Z ,543414,4266,18,233,510500,29301888,0
58, 2018-11-15T04:25:00.000Z ,4680017,32624,155,109,510500,29812388,0
59, 2018-11-15T04:25:01.000Z ,3080114,21654,102,303,510749,30323137,0
60, 2018-11-15T04:25:13.000Z ,4681105,32625,155,312,510749,30833886,0
61, 2018-11-15T04:25:20.000Z ,4680593,32624,155,243,510998,31344884,0
62, 2018-11-15T04:25:23.000Z ,4680657,32622,155,173,511247,31856131,0
63, 2018-11-15T04:25:27.000Z ,4680401,32623,155,146,511496,32367627,0
64, 2018-11-15T04:25:33.000Z ,4106904,28692,136,50,511745,32879372,0
65, 2018-11-15T04:25:35.000Z ,1328644,9648,44,12,511994,33391366,0
66, 2018-11-15T04:25:36.000Z ,150927,1575,5,127,512243,33903609,0
67, 2018-11-15T04:25:40.000Z ,3775095,26415,125,52,512493,34416102,0
68, 2018-11-15T04:25:42.000Z ,1298625,9439,43,25,512743,34928845,0
69, 2018-11-15T04:25:43.000Z ,664130,5094,22,21,512993,35441838,0
70, 2018-11-15T04:25:44.000Z ,573753,4472,19,17,513243,35955081,0
71, 2018-11-15T04:25:45.000Z ,452973,3645,15,146,513493,36468574,0
72, 2018-11-15T04:25:50.000Z ,4348912,30346,144,193,513743,36982317,0
73, 2018-11-15T04:25:58.000Z ,4680913,32623,155,252,513993,37496310,0
74, 2018-11-15T04:26:07.000Z ,4681233,32624,155,363,513993,38010303,0
75, 2018-11-15T04:26:18.000Z ,4680785,32623,155,269,513993,38524296,0
76, 2018-11-15T04:26:20.000Z ,4680145,32625,155,294,514243,39038539,0
77, 2018-11-15T04:26:28.000Z ,4681041,32623,155,206,514494,39553033,0
78, 2018-11-15T04:26:30.000Z ,4680913,32623,155,96,514745,40067778,0
79, 2018-11-15T04:26:32.000Z ,2687947,18963,89,47,514996,40582774,0
80, 2018-11-15T04:26:34.000Z ,1298433,9441,43,11,515247,41098021,0
81, 2018-11-15T04:26:35.000Z ,271643,2402,9,101,515498,41613519,0
82, 2018-11-15T04:26:39.000Z ,3019692,21238,100,448,515749,42129268,0
83, 2018-11-15T04:26:57.000Z ,4680465,32623,155,398,515498,42644766,0
84, 2018-11-15T04:27:01.000Z ,4680593,32624,155,404,515749,43160515,0
85, 2018-11-15T04:27:08.000Z ,4681297,32625,155,555,516000,43676515,0
86, 2018-11-15T04:27:21.000Z ,4681041,32624,155,858,516000,44192515,0
87, 2018-11-15T04:27:40.000Z ,4681361,32622,155,751,515749,44708264,0
88, 2018-11-15T04:27:42.000Z ,4710420,32830,156,739,516000,45224264,0
89, 2018-11-15T04:27:48.000Z ,4710676,32831,156,630,516251,45740515,0
90, 2018-11-15T04:27:50.000Z ,4711444,32831,156,496,516503,46257018,0
91, 2018-11-15T04:27:51.000Z ,4710996,32830,156,418,516755,46773773,0
92, 2018-11-15T04:27:54.000Z ,4710676,32832,156,356,517007,47290780,0
93, 2018-11-15T04:27:58.000Z ,4710996,32830,156,210,517259,47808039,0
94, 2018-11-15T04:27:59.000Z ,4710804,32826,156,168,517511,48325550,0
95, 2018-11-15T04:28:03.000Z ,4710548,32831,156,165,517763,48843313,0
96, 2018-11-15T04:28:10.000Z ,4681169,32624,155,175,518015,49361328,0
97, 2018-11-15T04:28:17.000Z ,4710612,32830,156,42,518267,49879595,0
98, 2018-11-15T04:28:18.000Z ,1117423,8198,37,85,518520,50398115,0
99, 2018-11-15T04:28:21.000Z ,2506361,17721,83,73,518773,50916888,0
100, 2018-11-15T04:28:24.000Z ,2053580,14615,68,242,519026,51435914,0
101, 2018-11-15T04:28:34.000Z ,4710932,32830,156,116,519026,51954940,0
102, 2018-11-15T04:28:35.000Z ,3200894,22480,106,104,519279,52474219,0
103, 2018-11-15T04:28:39.000Z ,2898656,20412,96,232,519532,52993751,0
104, 2018-11-15T04:28:48.000Z ,4709460,32829,156,362,519532,53513283,0
105, 2018-11-15T04:29:00.000Z ,4711124,32831,156,258,519532,54032815,0
106, 2018-11-15T04:29:02.000Z ,4711060,32831,156,125,519785,54552600,0
107, 2018-11-15T04:29:03.000Z ,3594021,25170,119,66,520038,55072638,0
108, 2018-11-15T04:29:06.000Z ,1842295,13167,61,236,520291,55592929,0
109, 2018-11-15T04:29:15.000Z ,4710676,32830,156,469,520291,56113220,0
110, 2018-11-15T04:29:31.000Z ,4710932,32830,156,591,520291,56633511,0
111, 2018-11-15T04:29:43.000Z ,4711444,32831,156,557,520291,57153802,0
112, 2018-11-15T04:29:48.000Z ,4740823,33035,157,450,520545,57674347,0
113, 2018-11-15T04:29:50.000Z ,4740887,33037,157,439,520799,58195146,0
114, 2018-11-15T04:29:56.000Z ,4741911,33039,157,514,521053,58716199,0
115, 2018-11-15T04:30:06.000Z ,4741207,33037,157,417,521053,59237252,0
116, 2018-11-15T04:30:09.000Z ,4741079,33035,157,583,521307,59758559,0
117, 2018-11-15T04:30:22.000Z ,4741591,33038,157,493,521307,60279866,0
118, 2018-11-15T04:30:25.000Z ,4741655,33036,157,450,521561,60801427,0
119, 2018-11-15T04:30:30.000Z ,4741655,33038,157,365,521815,61323242,0
120, 2018-11-15T04:30:33.000Z ,4740759,33037,157,226,522069,61845311,0
121, 2018-11-15T04:30:34.000Z ,4741335,33038,157,101,522323,62367634,0
122, 2018-11-15T04:30:35.000Z ,2869021,20204,95,205,522578,62890212,0
123, 2018-11-15T04:30:44.000Z ,4741847,33038,157,153,522578,63412790,0
124, 2018-11-15T04:30:48.000Z ,4227556,29520,140,396,522833,63935623,0
125, 2018-11-15T04:31:04.000Z ,4740631,33038,157,286,522833,64458456,0
126, 2018-11-15T04:31:06.000Z ,4741271,33038,157,269,523088,64981544,0
127, 2018-11-15T04:31:12.000Z ,4771290,33245,158,127,523343,65504887,0
128, 2018-11-15T04:31:13.000Z ,3624296,25379,120,44,523598,66028485,0
129, 2018-11-15T04:31:14.000Z ,1117423,8200,37,24,523853,66552338,0
130, 2018-11-15T04:31:15.000Z ,603964,4680,20,73,524108,67076446,0
131, 2018-11-15T04:31:18.000Z ,2143957,15236,71,11,524363,67600809,0
132, 2018-11-15T04:31:19.000Z ,271771,2404,9,31,524619,68125428,0
133, 2018-11-15T04:31:20.000Z ,875799,6543,29,9,524875,68650303,0
134, 2018-11-15T04:31:21.000Z ,211349,1990,7,264,525131,69175434,0
135, 2018-11-15T04:31:31.000Z ,4740951,33039,157,191,525131,69700565,0
136, 2018-11-15T04:31:34.000Z ,4741527,33039,157,124,525387,70225952,0
137, 2018-11-15T04:31:38.000Z ,3563490,24967,118,27,525643,70751595,0
138, 2018-11-15T04:31:39.000Z ,694405,5302,23,124,525899,71277494,0
139, 2018-11-15T04:31:44.000Z ,3654315,25587,121,53,526155,71803649,0
140, 2018-11-15T04:31:46.000Z ,1419789,10269,47,176,526411,72330060,0
141, 2018-11-15T04:31:53.000Z ,4741399,33038,157,79,526668,72856728,0
142, 2018-11-15T04:31:55.000Z ,2204507,15652,73,45,526925,73383653,0
143, 2018-11-15T04:31:57.000Z ,1177845,8614,39,17,527182,73910835,0
144, 2018-11-15T04:31:58.000Z ,422954,3438,14,344,527439,74438274,0
145, 2018-11-15T04:32:11.000Z ,4740951,33037,157,219,527439,74965713,0
146, 2018-11-15T04:32:13.000Z ,4741015,33038,157,71,527696,75493409,0
147, 2018-11-15T04:32:14.000Z ,1902205,13582,63,55,527953,76021362,0
148, 2018-11-15T04:32:15.000Z ,1600287,11512,53,4,528210,76549572,0
149, 2018-11-15T04:32:16.000Z ,60422,954,2,6,528467,77078039,0
150, 2018-11-15T04:32:17.000Z ,30211,746,1,30,528725,77606764,0
151, 2018-11-15T04:32:18.000Z ,875927,6543,29,32,528983,78135747,0
152, 2018-11-15T04:32:19.000Z ,905946,6751,30,46,529241,78664988,0
153, 2018-11-15T04:32:20.000Z ,1328644,9649,44,146,529499,79194487,0
154, 2018-11-15T04:32:26.000Z ,4288042,29934,142,163,529757,79724244,0
155, 2018-11-15T04:32:32.000Z ,4710676,32831,156,263,530015,80254259,0
156, 2018-11-15T04:32:43.000Z ,4711316,32830,156,177,530015,80784274,0
