28, 2018-11-15T04:47:57.000Z ,0,535,0,203,504812,14574499,0
29, 2018-11-15T04:48:05.000Z ,4685673,32342,155,88,505058,15079557,0
30, 2018-11-15T04:48:06.000Z ,2199515,15577,73,235,505304,15584861,0
31, 2018-11-15T04:48:14.000Z ,4678545,32595,155,119,505550,16090411,0
32, 2018-11-15T04:48:15.000Z ,3231361,22688,107,117,505796,16596207,0
33, 2018-11-15T04:48:20.000Z ,3321482,23307,110,40,506042,17102249,0
34, 2018-11-15T04:48:21.000Z ,966304,7163,32,1085,506289,17608538,0
35, 2018-11-15T04:48:59.000Z ,4680849,32621,155,1047,505548,18114086,0
36, 2018-11-15T04:49:03.000Z ,4680977,32624,155,1281,505794,18619880,0
37, 2018-11-15T04:49:16.000Z ,4680401,32625,155,1645,505794,19125674,0
38, 2018-11-15T04:49:35.000Z ,4680977,32623,155,1725,505548,19631222,0
39, 2018-11-15T04:49:43.000Z ,4681105,32625,155,1601,505794,20137016,0
40, 2018-11-15T04:49:45.000Z ,4681233,32623,155,1680,506040,20643056,0
41, 2018-11-15T04:49:54.000Z ,4680593,32617,155,1658,506040,21149096,0
42, 2018-11-15T04:49:59.000Z ,4680337,32622,155,2112,506287,21655383,0
43, 2018-11-15T04:50:20.000Z ,4680977,32623,155,2017,506040,22161423,0
44, 2018-11-15T04:50:23.000Z ,4711060,32831,156,1885,506287,22667710,0
45, 2018-11-15T04:50:24.000Z ,4710740,32829,156,1871,506534,23174244,0
46, 2018-11-15T04:50:30.000Z ,4711316,32831,156,1738,506781,23681025,0
47, 2018-11-15T04:50:31.000Z ,4710612,32832,156,1655,507028,24188053,0
48, 2018-11-15T04:50:34.000Z ,4711060,32829,156,1521,507275,24695328,0
49, 2018-11-15T04:50:35.000Z ,4710996,32831,156,1429,507522,25202850,0
50, 2018-11-15T04:50:38.000Z ,4710548,32830,156,1540,507769,25710619,0
51, 2018-11-15T04:50:48.000Z ,4710740,32829,156,1298,507769,26218388,0
52, 2018-11-15T04:50:50.000Z ,4710804,32832,156,1304,508016,26726404,0
53, 2018-11-15T04:50:51.000Z ,4710484,32832,156,1219,508264,27234668,0
54, 2018-11-15T04:50:54.000Z ,4710932,32829,156,1161,508512,27743180,0
55, 2018-11-15T04:50:58.000Z ,4710484,32831,156,1112,508760,28251940,0
56, 2018-11-15T04:51:02.000Z ,4711124,32831,156,1104,509008,28760948,0
57, 2018-11-15T04:51:07.000Z ,4740375,33036,157,1312,509256,29270204,0
58, 2018-11-15T04:51:20.000Z ,4741399,33036,157,1178,509256,29779460,0
59, 2018-11-15T04:51:21.000Z ,4741015,33037,157,1182,509504,30288964,0
60, 2018-11-15T04:51:27.000Z ,4740887,33037,157,1470,509752,30798716,0
61, 2018-11-15T04:51:43.000Z ,4741271,33036,157,1530,509752,31308468,0
62, 2018-11-15T04:51:50.000Z ,4740823,33034,157,1387,510000,31818468,0
63, 2018-11-15T04:51:51.000Z ,4740887,33037,157,1341,510249,32328717,0
64, 2018-11-15T04:51:55.000Z ,4740631,33038,157,1468,510498,32839215,0
65, 2018-11-15T04:52:06.000Z ,4741079,33037,157,1372,510498,33349713,0
66, 2018-11-15T04:52:08.000Z ,4741847,33037,157,1547,510747,33860460,0
67, 2018-11-15T04:52:20.000Z ,4741719,33038,157,1412,510747,34371207,0
68, 2018-11-15T04:52:21.000Z ,4741591,33039,157,1287,510996,34882203,0
69, 2018-11-15T04:52:23.000Z ,4741143,33039,157,1187,511245,35393448,0
70, 2018-11-15T04:52:25.000Z ,4771226,33243,158,1070,511494,35904942,0
71, 2018-11-15T04:52:27.000Z ,4771674,33246,158,991,511743,36416685,0
72, 2018-11-15T04:52:30.000Z ,4771290,33241,158,1252,511992,36928677,0
73, 2018-11-15T04:52:45.000Z ,4770650,33246,158,1260,511992,37440669,0
74, 2018-11-15T04:52:51.000Z ,4771354,33243,158,1486,512241,37952910,0
75, 2018-11-15T04:53:04.000Z ,4771482,33245,158,1460,512241,38465151,0
76, 2018-11-15T04:53:09.000Z ,4771610,33246,158,1659,512491,38977642,0
77, 2018-11-15T04:53:22.000Z ,4771674,33245,158,1640,512491,39490133,0
78, 2018-11-15T04:53:27.000Z ,4771674,33244,158,1671,512741,40002874,0
79, 2018-11-15T04:53:34.000Z ,4771482,33243,158,1506,512991,40515865,0
80, 2018-11-15T04:53:40.000Z ,4770970,33244,158,1514,513241,41029106,0
81, 2018-11-15T04:53:41.000Z ,4770906,33244,158,1377,513491,41542597,0
82, 2018-11-15T04:53:42.000Z ,4771290,33246,158,1336,513741,42056338,0
83, 2018-11-15T04:53:46.000Z ,4802013,33452,159,1510,513991,42570329,0
84, 2018-11-15T04:54:03.000Z ,4800797,33451,159,1368,513991,43084320,0
85, 2018-11-15T04:54:04.000Z ,4801373,33451,159,1376,514241,43598561,0
86, 2018-11-15T04:54:05.000Z ,4801053,33452,159,1244,514492,44113053,0
87, 2018-11-15T04:54:06.000Z ,4801885,33448,159,1555,514743,44627796,0
